task_id,complexity_vector,prompt_data,ground_truth,status,a,b,c,parse_error,max_op_level,illegal_ops,has_illegal_ops,under_complex,topo_mismatch,operator_count
MCM_012_50544c81,"{'a': 0, 'b': 1, 'c': 2}","{'points': [{'x': -3.0, 'y': 0.1425}, {'x': -2.75, 'y': 0.4129}, {'x': -2.5, 'y': 0.747}, {'x': -2.25, 'y': 1.2386}, {'x': -2.0, 'y': 2.185}, {'x': -1.75, 'y': 5.5204}, {'x': -1.5, 'y': -14.1014}, {'x': -1.25, 'y': -3.0096}, {'x': -1.0, 'y': -1.5574}, {'x': -0.75, 'y': -0.9316}, {'x': -0.5, 'y': -0.5463}, {'x': -0.25, 'y': -0.2553}, {'x': 0.0, 'y': 0.0}, {'x': 0.25, 'y': 0.2553}, {'x': 0.5, 'y': 0.5463}, {'x': 0.75, 'y': 0.9316}, {'x': 1.0, 'y': 1.5574}, {'x': 1.25, 'y': 3.0096}, {'x': 1.5, 'y': 14.1014}, {'x': 1.75, 'y': -5.5204}, {'x': 2.0, 'y': -2.185}, {'x': 2.25, 'y': -1.2386}, {'x': 2.5, 'y': -0.747}, {'x': 2.75, 'y': -0.4129}, {'x': 3.0, 'y': -0.1425}]}","{'formula': 'tan(x)', 'latex': '\\tan{\\left(x \\right)}', 'properties': {'singularities': [], 'is_periodic': True, 'domain': 'Complement(Reals, Union(ImageSet(Lambda(_n, 2*_n*pi + pi/2), Integers), ImageSet(Lambda(_n, 2*_n*pi + 3*pi/2), Integers)))', 'period_value': 'pi'}}",success,0,1,2,False,1,[],False,False,True,1
MCM_100_191c1047,"{'a': 1, 'b': 0, 'c': 0}","{'points': [{'x': -3.0, 'y': 3.0}, {'x': -2.75, 'y': 2.0625}, {'x': -2.5, 'y': 1.25}, {'x': -2.25, 'y': 0.5625}, {'x': -2.0, 'y': -0.0}, {'x': -1.75, 'y': -0.4375}, {'x': -1.5, 'y': -0.75}, {'x': -1.25, 'y': -0.9375}, {'x': -1.0, 'y': -1.0}, {'x': -0.75, 'y': -0.9375}, {'x': -0.5, 'y': -0.75}, {'x': -0.25, 'y': -0.4375}, {'x': 0.0, 'y': 0.0}, {'x': 0.25, 'y': 0.5625}, {'x': 0.5, 'y': 1.25}, {'x': 0.75, 'y': 2.0625}, {'x': 1.0, 'y': 3.0}, {'x': 1.25, 'y': 4.0625}, {'x': 1.5, 'y': 5.25}, {'x': 1.75, 'y': 6.5625}, {'x': 2.0, 'y': 8.0}, {'x': 2.25, 'y': 9.5625}, {'x': 2.5, 'y': 11.25}, {'x': 2.75, 'y': 13.0625}, {'x': 3.0, 'y': 15.0}]}","{'formula': 'x*(x + 2)', 'latex': 'x \\left(x + 2\\right)', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,1,0,0,False,0,[],False,False,False,2
MCM_100_8b238b42,"{'a': 1, 'b': 0, 'c': 0}","{'points': [{'x': -3.0, 'y': 16.0}, {'x': -2.75, 'y': 16.75}, {'x': -2.5, 'y': 17.5}, {'x': -2.25, 'y': 18.25}, {'x': -2.0, 'y': 19.0}, {'x': -1.75, 'y': 19.75}, {'x': -1.5, 'y': 20.5}, {'x': -1.25, 'y': 21.25}, {'x': -1.0, 'y': 22.0}, {'x': -0.75, 'y': 22.75}, {'x': -0.5, 'y': 23.5}, {'x': -0.25, 'y': 24.25}, {'x': 0.0, 'y': 25.0}, {'x': 0.25, 'y': 25.75}, {'x': 0.5, 'y': 26.5}, {'x': 0.75, 'y': 27.25}, {'x': 1.0, 'y': 28.0}, {'x': 1.25, 'y': 28.75}, {'x': 1.5, 'y': 29.5}, {'x': 1.75, 'y': 30.25}, {'x': 2.0, 'y': 31.0}, {'x': 2.25, 'y': 31.75}, {'x': 2.5, 'y': 32.5}, {'x': 2.75, 'y': 33.25}, {'x': 3.0, 'y': 34.0}]}","{'formula': '3*x + 25', 'latex': '3 x + 25', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,1,0,0,False,0,[],False,False,False,2
MCM_101_b0dc6e0e,"{'a': 1, 'b': 0, 'c': 1}","{'points': [{'x': -3.0, 'y': 125.0}, {'x': -2.75, 'y': 125.25}, {'x': -2.5, 'y': 125.5}, {'x': -2.25, 'y': 125.75}, {'x': -2.0, 'y': 126.0}, {'x': -1.75, 'y': 126.25}, {'x': -1.5, 'y': 126.5}, {'x': -1.25, 'y': 126.75}, {'x': -1.0, 'y': 127.0}, {'x': -0.75, 'y': 127.25}, {'x': -0.5, 'y': 127.5}, {'x': -0.25, 'y': 127.75}, {'x': 0.0, 'y': 128.0}, {'x': 0.25, 'y': 128.25}, {'x': 0.5, 'y': 128.5}, {'x': 0.75, 'y': 128.75}, {'x': 1.0, 'y': 129.0}, {'x': 1.25, 'y': 129.25}, {'x': 1.5, 'y': 129.5}, {'x': 1.75, 'y': 129.75}, {'x': 2.0, 'y': 130.0}, {'x': 2.25, 'y': 130.25}, {'x': 2.5, 'y': 130.5}, {'x': 2.75, 'y': 130.75}, {'x': 3.0, 'y': 131.0}]}","{'formula': 'x + 128', 'latex': 'x + 128', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,1,0,1,False,0,[],False,False,False,1
MCM_101_17231bed,"{'a': 1, 'b': 0, 'c': 1}","{'points': [{'x': -3.0, 'y': -18.0}, {'x': -2.75, 'y': -13.2344}, {'x': -2.5, 'y': -9.375}, {'x': -2.25, 'y': -6.3281}, {'x': -2.0, 'y': -4.0}, {'x': -1.75, 'y': -2.2969}, {'x': -1.5, 'y': -1.125}, {'x': -1.25, 'y': -0.3906}, {'x': -1.0, 'y': 0.0}, {'x': -0.75, 'y': 0.1406}, {'x': -0.5, 'y': 0.125}, {'x': -0.25, 'y': 0.0469}, {'x': 0.0, 'y': 0.0}, {'x': 0.25, 'y': 0.0781}, {'x': 0.5, 'y': 0.375}, {'x': 0.75, 'y': 0.9844}, {'x': 1.0, 'y': 2.0}, {'x': 1.25, 'y': 3.5156}, {'x': 1.5, 'y': 5.625}, {'x': 1.75, 'y': 8.4219}, {'x': 2.0, 'y': 12.0}, {'x': 2.25, 'y': 16.4531}, {'x': 2.5, 'y': 21.875}, {'x': 2.75, 'y': 28.3594}, {'x': 3.0, 'y': 36.0}]}","{'formula': 'x**2*(x + 1)', 'latex': 'x^{2} \\left(x + 1\\right)', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,1,0,1,False,0,[],False,False,False,3
MCM_102_69f9fe17,"{'a': 1, 'b': 0, 'c': 2}","{'points': [{'x': -3.0, 'y': 0.4762}, {'x': -2.75, 'y': 0.443}, {'x': -2.5, 'y': 0.4054}, {'x': -2.25, 'y': 0.3623}, {'x': -2.0, 'y': 0.3125}, {'x': -1.75, 'y': 0.2542}, {'x': -1.5, 'y': 0.1852}, {'x': -1.25, 'y': 0.102}, {'x': -1.0, 'y': -0.0}, {'x': -0.75, 'y': -0.1282}, {'x': -0.5, 'y': -0.2941}, {'x': -0.25, 'y': -0.5172}, {'x': 0.0, 'y': -0.8333}, {'x': 0.25, 'y': -1.3158}, {'x': 0.5, 'y': -2.1429}, {'x': 0.75, 'y': -3.8889}, {'x': 1.0, 'y': -10.0}, {'x': 1.25, 'y': 45.0}, {'x': 1.5, 'y': 8.3333}, {'x': 1.75, 'y': 5.0}, {'x': 2.0, 'y': 3.75}, {'x': 2.25, 'y': 3.0952}, {'x': 2.5, 'y': 2.6923}, {'x': 2.75, 'y': 2.4194}, {'x': 3.0, 'y': 2.2222}]}","{'formula': '(x + 1)/(x - 1.2)', 'latex': '\\frac{x + 1}{x - 1.2}', 'properties': {'singularities': ['1.20000000000000'], 'is_periodic': False, 'domain': 'Union(Interval.open(-oo, 1.20000000000000), Interval.open(1.20000000000000, oo))'}}",success,1,0,2,False,0,[],False,False,False,4
MCM_103_65064fb4,"{'a': 1, 'b': 0, 'c': 3}","{'points': [{'x': -3.0, 'y': 18.0}, {'x': -2.75, 'y': 15.125}, {'x': -2.5, 'y': 12.5}, {'x': -2.25, 'y': 10.125}, {'x': -2.0, 'y': 8.0}, {'x': -1.75, 'y': 6.125}, {'x': -1.5, 'y': 4.5}, {'x': -1.25, 'y': 3.125}, {'x': -1.0, 'y': 2.0}, {'x': -0.75, 'y': 1.125}, {'x': -0.5, 'y': 0.5}, {'x': -0.25, 'y': 0.125}, {'x': 0.0, 'y': 0.0}, {'x': 0.25, 'y': 0.125}, {'x': 0.5, 'y': 0.5}, {'x': 0.75, 'y': 1.125}, {'x': 1.0, 'y': 2.0}, {'x': 1.25, 'y': 3.125}, {'x': 1.5, 'y': 4.5}, {'x': 1.75, 'y': 6.125}, {'x': 2.0, 'y': 8.0}, {'x': 2.25, 'y': 10.125}, {'x': 2.5, 'y': 12.5}, {'x': 2.75, 'y': 15.125}, {'x': 3.0, 'y': 18.0}]}","{'formula': '2*x**2', 'latex': '2 x^{2}', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,1,0,3,False,0,[],False,False,False,2
MCM_103_539b864c,"{'a': 1, 'b': 0, 'c': 3}","{'points': [{'x': -3.0, 'y': 37.0}, {'x': -2.75, 'y': 43.2031}, {'x': -2.5, 'y': 48.375}, {'x': -2.25, 'y': 52.6094}, {'x': -2.0, 'y': 56.0}, {'x': -1.75, 'y': 58.6406}, {'x': -1.5, 'y': 60.625}, {'x': -1.25, 'y': 62.0469}, {'x': -1.0, 'y': 63.0}, {'x': -0.75, 'y': 63.5781}, {'x': -0.5, 'y': 63.875}, {'x': -0.25, 'y': 63.9844}, {'x': 0.0, 'y': 64.0}, {'x': 0.25, 'y': 64.0156}, {'x': 0.5, 'y': 64.125}, {'x': 0.75, 'y': 64.4219}, {'x': 1.0, 'y': 65.0}, {'x': 1.25, 'y': 65.9531}, {'x': 1.5, 'y': 67.375}, {'x': 1.75, 'y': 69.3594}, {'x': 2.0, 'y': 72.0}, {'x': 2.25, 'y': 75.3906}, {'x': 2.5, 'y': 79.625}, {'x': 2.75, 'y': 84.7969}, {'x': 3.0, 'y': 91.0}]}","{'formula': 'x**3 + 64', 'latex': 'x^{3} + 64', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,1,0,3,False,0,[],False,False,False,2
MCM_200_217b134a,"{'a': 2, 'b': 0, 'c': 0}","{'points': [{'x': -3.0, 'y': -201.0}, {'x': -2.75, 'y': -152.8125}, {'x': -2.5, 'y': -112.75}, {'x': -2.25, 'y': -80.0625}, {'x': -2.0, 'y': -54.0}, {'x': -1.75, 'y': -33.8125}, {'x': -1.5, 'y': -18.75}, {'x': -1.25, 'y': -8.0625}, {'x': -1.0, 'y': -1.0}, {'x': -0.75, 'y': 3.1875}, {'x': -0.5, 'y': 5.25}, {'x': -0.25, 'y': 5.9375}, {'x': 0.0, 'y': 6.0}, {'x': 0.25, 'y': 6.1875}, {'x': 0.5, 'y': 7.25}, {'x': 0.75, 'y': 9.9375}, {'x': 1.0, 'y': 15.0}, {'x': 1.25, 'y': 23.1875}, {'x': 1.5, 'y': 35.25}, {'x': 1.75, 'y': 51.9375}, {'x': 2.0, 'y': 74.0}, {'x': 2.25, 'y': 102.1875}, {'x': 2.5, 'y': 137.25}, {'x': 2.75, 'y': 179.9375}, {'x': 3.0, 'y': 231.0}]}","{'formula': '8*x**3 + x**2 + 6', 'latex': '8 x^{3} + x^{2} + 6', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,2,0,0,False,0,[],False,False,False,4
MCM_200_b2e3406d,"{'a': 2, 'b': 0, 'c': 0}","{'points': [{'x': -3.0, 'y': 9.0}, {'x': -2.75, 'y': 9.4531}, {'x': -2.5, 'y': 9.375}, {'x': -2.25, 'y': 8.8594}, {'x': -2.0, 'y': 8.0}, {'x': -1.75, 'y': 6.8906}, {'x': -1.5, 'y': 5.625}, {'x': -1.25, 'y': 4.2969}, {'x': -1.0, 'y': 3.0}, {'x': -0.75, 'y': 1.8281}, {'x': -0.5, 'y': 0.875}, {'x': -0.25, 'y': 0.2344}, {'x': 0.0, 'y': 0.0}, {'x': 0.25, 'y': 0.2656}, {'x': 0.5, 'y': 1.125}, {'x': 0.75, 'y': 2.6719}, {'x': 1.0, 'y': 5.0}, {'x': 1.25, 'y': 8.2031}, {'x': 1.5, 'y': 12.375}, {'x': 1.75, 'y': 17.6094}, {'x': 2.0, 'y': 24.0}, {'x': 2.25, 'y': 31.6406}, {'x': 2.5, 'y': 40.625}, {'x': 2.75, 'y': 51.0469}, {'x': 3.0, 'y': 63.0}]}","{'formula': 'x**2*(x + 4)', 'latex': 'x^{2} \\left(x + 4\\right)', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,2,0,0,False,0,[],False,False,False,3
MCM_201_dc1f5f6c,"{'a': 2, 'b': 0, 'c': 1}","{'points': [{'x': -3.0, 'y': 11.0}, {'x': -2.75, 'y': 4.2188}, {'x': -2.5, 'y': 1.125}, {'x': -2.25, 'y': 0.125}, {'x': -2.0, 'y': -0.0}, {'x': -1.75, 'y': -0.0938}, {'x': -1.5, 'y': -0.625}, {'x': -1.25, 'y': -1.6875}, {'x': -1.0, 'y': -3.0}, {'x': -0.75, 'y': -3.9062}, {'x': -0.5, 'y': -3.375}, {'x': -0.25, 'y': 0.0}, {'x': 0.0, 'y': 8.0}, {'x': 0.25, 'y': 22.7812}, {'x': 0.5, 'y': 46.875}, {'x': 0.75, 'y': 83.1875}, {'x': 1.0, 'y': 135.0}, {'x': 1.25, 'y': 205.9688}, {'x': 1.5, 'y': 300.125}, {'x': 1.75, 'y': 421.875}, {'x': 2.0, 'y': 576.0}, {'x': 2.25, 'y': 767.6562}, {'x': 2.5, 'y': 1002.375}, {'x': 2.75, 'y': 1286.0625}, {'x': 3.0, 'y': 1625.0}]}","{'formula': '(x + 2)**3*(4*x + 1)', 'latex': '\\left(x + 2\\right)^{3} \\left(4 x + 1\\right)', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,2,0,1,False,0,[],False,False,False,5
MCM_201_373faa99,"{'a': 2, 'b': 0, 'c': 1}","{'points': [{'x': -3.0, 'y': 243.0}, {'x': -2.75, 'y': 117.9573}, {'x': -2.5, 'y': 48.8281}, {'x': -2.25, 'y': 14.4163}, {'x': -2.0, 'y': -0.0}, {'x': -1.75, 'y': -4.1033}, {'x': -1.5, 'y': -3.7969}, {'x': -1.25, 'y': -2.2888}, {'x': -1.0, 'y': -1.0}, {'x': -0.75, 'y': -0.2966}, {'x': -0.5, 'y': -0.0469}, {'x': -0.25, 'y': -0.0017}, {'x': 0.0, 'y': 0.0}, {'x': 0.25, 'y': 0.0022}, {'x': 0.5, 'y': 0.0781}, {'x': 0.75, 'y': 0.6526}, {'x': 1.0, 'y': 3.0}, {'x': 1.25, 'y': 9.9182}, {'x': 1.5, 'y': 26.5781}, {'x': 1.75, 'y': 61.5491}, {'x': 2.0, 'y': 128.0}, {'x': 2.25, 'y': 245.0764}, {'x': 2.5, 'y': 439.4531}, {'x': 2.75, 'y': 747.0627}, {'x': 3.0, 'y': 1215.0}]}","{'formula': 'x**5*(x + 2)', 'latex': 'x^{5} \\left(x + 2\\right)', 'properties': {'singularities': [], 'is_periodic': False, 'domain': 'Reals'}}",success,2,0,1,False,0,[],False,False,False,3
